,C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER
12838,10,3,6,15,1,0,5,1,0,0,0,0,0,1,46,1,2,17,1,2,2,1
12839,13,9,0,18,1,1,6,0,2,1,0,16,1,1,66,2,1,15,2,1,2,2
12840,9,11,4,13,1,1,8,0,3,2,1,16,1,1,60,1,1,48,1,2,2,1
12841,10,5,3,17,1,1,6,1,0,0,0,16,0,1,61,1,2,23,1,2,2,1
12842,12,5,2,9,1,1,13,1,0,0,0,16,0,1,56,1,2,54,1,0,0,1
12843,4,2,5,13,1,1,6,1,0,1,0,0,0,1,46,1,1,29,1,1,0,1
12844,11,8,6,12,1,1,13,1,0,0,1,0,1,1,59,1,1,24,3,2,5,2
12845,4,2,5,18,1,1,7,0,0,0,0,16,0,1,48,1,1,21,1,1,2,1
12846,4,5,3,9,1,1,15,1,2,1,0,16,0,1,43,1,1,34,1,1,2,1
12847,3,7,3,2,1,1,16,2,0,1,0,16,0,5,51,1,1,39,1,1,2,1
12848,6,8,2,20,1,1,7,1,0,0,0,16,0,1,49,1,1,54,1,2,2,1
12849,11,6,5,15,1,1,16,1,0,0,0,0,1,9,34,1,1,45,1,2,6,5
12850,13,11,2,8,1,0,4,0,1,1,0,16,0,1,59,2,2,18,3,2,2,2
12851,9,6,3,15,1,1,6,0,0,0,0,16,0,1,55,2,2,49,3,2,2,2
12852,7,11,0,18,1,1,6,0,1,0,0,16,1,1,51,1,1,49,1,0,0,1
12853,8,0,1,9,1,0,1,0,0,4,2,16,0,1,59,1,2,23,1,2,2,1
12854,9,8,2,23,1,1,7,0,0,0,0,16,0,1,54,1,1,18,1,1,0,1
12855,9,11,3,8,1,1,13,1,0,4,0,0,0,1,57,1,1,35,1,0,0,1
12856,0,9,4,7,1,0,0,1,0,0,1,2,0,1,43,2,1,21,3,1,2,2
12857,2,1,4,1,1,0,5,1,0,0,0,16,0,1,45,1,1,27,1,1,2,1
12858,12,11,0,11,1,1,18,1,0,0,0,16,0,1,55,1,2,46,1,1,2,1
12859,10,5,2,16,1,3,6,1,0,0,0,0,0,1,59,1,1,24,1,2,2,1
12860,6,7,0,12,1,2,15,1,0,0,0,0,2,1,55,1,2,46,1,1,0,1
12861,12,11,0,16,1,1,6,0,1,1,1,16,1,1,65,2,2,04,6,2,2,2
12862,14,7,2,0,1,0,2,0,0,0,0,16,0,1,62,1,1,20,1,2,2,1
12863,12,9,6,9,1,1,6,1,2,1,2,3,0,1,61,2,2,30,3,1,2,2
12864,1,11,5,12,1,1,7,0,3,2,2,16,0,1,48,1,1,35,1,1,2,1
12865,9,4,5,13,1,0,2,0,0,0,3,16,0,9,54,1,1,30,1,2,3,5
12866,2,9,0,21,1,0,3,0,2,1,3,16,0,1,38,2,1,40,2,2,1,2
12867,4,6,6,13,1,2,6,1,0,0,0,0,0,1,56,1,1,38,1,1,2,1
12868,1,10,5,15,1,1,16,1,0,0,1,0,1,1,50,1,1,28,1,1,2,1
12869,2,4,2,18,1,0,5,1,0,0,0,16,0,9,38,1,1,19,1,2,3,5
12870,7,6,4,8,1,2,15,1,0,0,0,0,1,8,54,2,2,24,4,1,2,2
12871,12,1,2,18,1,1,15,1,0,0,1,2,0,1,51,4,1,36,5,1,2,2
12872,2,5,3,22,1,2,12,0,0,0,0,16,0,1,55,1,1,60,1,1,2,1
12873,15,5,4,15,1,0,1,1,0,0,0,7,0,1,60,1,2,23,1,0,0,1
12874,14,10,3,8,1,1,6,0,2,1,0,16,1,0,54,1,2,25,1,2,2,0
12875,7,10,6,9,1,2,6,1,0,0,0,0,1,1,54,2,2,55,3,2,2,2
12876,9,5,2,13,1,1,15,1,0,0,0,16,1,1,56,2,2,01,6,1,2,2
12877,9,2,4,19,1,0,3,1,1,0,0,16,0,1,3,1,2,60,1,2,2,1
12878,1,7,3,17,1,1,15,1,0,0,3,0,0,1,48,1,2,75,1,2,2,1
12879,5,7,6,16,1,2,13,1,0,0,0,0,1,1,41,4,2,19,6,2,2,2
12880,8,0,1,12,1,0,0,1,0,0,0,16,25,0,0,1,2,18,13,2,2,3
12881,1,10,4,17,1,3,6,0,0,0,0,16,2,1,53,1,2,38,1,2,2,1
12882,3,10,4,11,1,1,13,1,0,0,1,0,0,1,35,1,2,20,1,1,2,1
12883,3,3,5,14,1,0,5,0,0,0,0,16,0,1,42,1,1,59,1,2,1,1
12884,8,9,5,21,1,1,15,1,0,1,0,2,0,1,47,1,1,17,1,2,2,1
12885,3,0,2,13,1,2,15,1,0,1,0,0,1,1,50,1,1,87,1,2,2,1
12886,4,7,2,6,1,3,7,0,0,0,0,16,3,1,52,1,1,58,1,1,2,1
12887,13,5,3,6,1,1,13,1,0,0,0,0,1,1,62,1,2,61,1,2,2,1
12888,2,10,5,17,1,2,6,0,0,0,1,16,0,1,48,1,2,79,1,1,2,1
12889,9,6,3,16,1,0,18,0,0,0,0,16,0,9,54,1,1,36,1,2,3,5
12890,15,3,1,17,1,3,6,0,0,0,0,16,3,1,55,1,1,63,1,2,2,1
12891,14,11,0,5,1,1,6,0,3,3,0,16,1,1,55,1,1,22,1,2,2,1
12892,9,0,2,9,1,4,6,1,5,9,1,0,2,1,56,1,1,40,1,2,2,1
12893,7,1,6,3,1,1,15,1,1,2,0,16,1,1,54,1,1,50,1,2,2,1
12894,7,6,5,21,1,1,15,1,1,0,0,3,0,1,52,1,2,76,1,2,2,1
12895,7,5,3,15,1,1,13,1,0,0,0,2,1,1,48,1,2,27,1,2,2,1
12896,2,8,4,10,1,1,15,1,0,0,0,0,0,11,0,1,1,21,1,2,0,4
12897,9,10,0,13,1,1,16,2,0,0,0,16,1,1,56,1,2,36,1,2,2,1
12898,0,11,2,16,1,1,13,1,2,1,0,0,1,1,44,2,2,22,3,2,2,2
12899,10,9,2,5,1,1,6,0,2,1,0,0,1,1,61,1,2,77,1,2,2,1
12900,10,5,0,17,1,3,6,1,2,1,0,2,0,1,57,1,2,20,1,2,2,1
12901,0,8,6,20,1,0,6,1,0,1,0,16,0,1,39,2,2,39,2,1,2,2
12902,4,9,0,22,1,1,11,1,3,2,0,0,0,1,54,1,2,34,1,2,2,1
12903,14,10,3,15,1,1,15,1,0,0,0,2,1,1,66,1,1,66,1,2,7,1
12904,0,8,2,17,1,1,7,1,0,1,0,2,1,1,38,2,2,30,3,2,2,2
12905,4,9,3,13,1,1,18,0,1,0,0,16,1,1,52,1,2,64,1,2,2,1
12906,11,8,2,8,1,1,7,0,2,1,3,16,1,1,52,2,1,18,3,1,2,2
12907,8,7,2,14,1,2,6,1,0,0,0,16,0,1,58,1,1,60,1,2,2,1
12908,14,9,3,15,1,1,18,1,0,0,1,2,1,11,54,1,1,64,1,2,3,4
12909,9,10,4,15,1,1,6,1,0,0,0,0,1,1,48,1,1,73,1,2,2,1
12910,10,0,1,13,1,0,18,10,1,1,0,16,25,0,0,1,2,65,13,2,0,3
12911,11,5,2,22,0,1,18,0,0,0,2,16,1,1,51,1,2,30,1,3,2,1
12912,11,5,1,23,1,1,16,1,0,0,0,0,0,1,62,1,1,25,1,1,2,1
12913,15,0,3,16,1,1,7,0,0,0,0,16,1,1,64,2,2,56,3,2,2,2
12914,14,7,6,14,1,1,6,1,0,0,0,16,1,1,62,1,1,58,1,2,2,1
12915,3,1,4,17,1,2,16,1,0,0,0,16,1,1,49,1,2,43,1,2,2,1
12916,11,0,4,12,1,2,15,1,0,2,0,2,1,1,61,1,1,45,1,2,2,1
12917,13,9,2,11,1,1,9,1,1,0,0,16,1,11,54,1,1,20,1,2,1,4
12918,6,6,3,11,1,1,12,0,0,0,2,0,0,9,55,1,2,55,1,2,3,5
12919,14,10,1,13,1,1,16,1,0,0,0,0,0,1,57,1,2,55,1,2,2,1
12920,2,8,3,5,1,0,0,0,0,0,0,16,0,1,42,1,1,66,1,2,2,1
12921,15,10,1,20,1,1,11,1,0,0,0,0,1,1,58,1,1,23,1,2,2,1
12922,1,7,2,18,1,1,8,0,0,0,0,16,0,4,54,1,1,53,1,1,2,1
12923,5,4,2,14,1,1,17,0,0,0,0,17,25,0,0,1,2,19,13,2,2,3
12924,5,11,5,11,1,0,2,1,3,2,2,16,0,1,54,1,1,111,1,2,2,1
12925,9,6,5,11,1,1,6,0,1,0,0,16,1,1,57,1,1,38,1,0,0,1
12926,2,4,2,9,1,3,6,1,1,0,0,16,2,1,45,2,2,18,3,2,2,2
12927,13,0,4,19,1,1,15,2,0,0,0,16,0,1,61,1,2,59,1,1,0,1
12928,14,5,0,13,1,1,6,0,0,0,0,16,1,1,48,1,1,24,1,0,0,1
12929,10,9,3,16,1,1,6,0,2,1,0,16,1,1,49,1,1,48,1,1,2,1
12930,4,5,4,12,1,1,16,1,2,1,0,0,1,1,57,1,2,69,1,2,2,1
12931,6,11,0,13,1,1,18,0,0,2,0,16,0,1,58,1,1,45,1,0,0,1
12932,5,9,5,15,1,1,6,1,0,0,3,3,0,2,43,3,2,18,3,1,2,2
12933,4,3,6,2,0,0,5,0,3,9,0,16,25,0,0,1,2,41,13,3,1,3
12934,9,7,6,10,1,1,15,1,0,0,0,0,1,9,62,1,1,28,1,2,0,5
12935,3,4,2,6,1,0,5,1,0,0,0,5,0,1,54,3,1,18,6,1,2,2
12936,10,6,4,17,1,1,6,0,0,0,0,16,1,1,54,2,1,28,3,2,2,2
12937,10,5,5,23,1,1,14,1,0,0,1,0,1,1,62,1,1,18,1,1,2,1
12938,11,3,6,12,1,1,16,2,0,0,1,16,0,1,63,2,2,62,3,1,2,2
12939,3,0,6,0,1,2,6,1,0,9,0,0,0,1,42,3,1,18,5,2,1,2
12940,8,1,0,9,1,1,5,0,3,1,0,16,0,1,54,1,1,18,1,1,0,0
12941,8,7,3,21,1,0,2,0,0,0,2,16,0,1,47,1,2,18,1,1,2,1
12942,4,10,2,8,1,1,6,1,0,9,0,0,0,1,42,1,2,37,1,2,2,1
12943,15,0,2,12,1,1,6,0,0,1,0,16,1,1,66,1,2,28,1,2,2,1
12944,14,3,2,8,1,1,7,0,0,0,0,16,1,1,61,1,2,28,1,2,2,1
12945,11,6,0,12,1,1,7,0,0,0,0,16,0,1,56,2,2,34,3,2,2,2
12946,14,11,3,8,1,1,15,1,0,4,0,16,0,1,60,1,1,18,1,2,2,0
12947,14,6,6,13,1,1,6,0,0,0,0,0,1,1,63,1,2,44,1,2,2,1
12948,6,1,4,10,1,1,6,1,0,0,0,0,1,1,51,2,1,46,3,2,2,2
12949,8,11,3,7,1,1,11,0,3,9,2,16,1,1,46,3,2,33,3,2,2,2
12950,5,10,0,8,1,1,6,1,2,1,1,0,1,1,48,2,2,21,2,2,2,2
12951,3,11,0,13,1,1,6,1,0,0,0,16,0,1,39,1,1,39,1,1,2,1
12952,3,3,1,18,1,1,6,0,0,9,0,16,1,1,51,1,1,29,1,2,2,1
12953,11,10,0,17,1,0,1,1,2,1,0,2,0,1,45,1,1,23,1,1,2,1
12954,3,8,0,15,1,1,15,1,0,0,0,2,1,1,50,1,2,20,1,1,2,1
12955,13,6,6,20,1,1,8,1,0,0,0,16,1,9,35,1,1,47,10,2,3,5
12956,0,6,3,10,1,1,15,1,0,0,0,16,1,1,42,1,2,78,1,1,2,1
12957,0,5,6,13,1,1,6,1,0,0,0,16,0,1,54,1,1,18,1,2,2,1
12958,11,5,1,16,1,2,6,0,0,0,3,16,2,1,54,1,1,77,1,1,2,1
12959,12,8,1,9,1,0,5,1,0,0,2,2,0,5,59,2,1,30,3,2,2,2
12960,1,1,5,19,1,1,6,1,0,0,0,16,1,3,54,1,1,18,1,1,2,1
12961,0,9,5,14,1,1,6,1,0,0,0,0,0,1,39,1,1,22,1,1,2,1
12962,3,3,3,14,1,2,6,0,0,0,0,16,1,1,54,1,2,28,1,1,2,1
12963,14,6,4,20,1,1,7,1,0,0,0,0,0,1,54,1,1,18,1,1,0,1
12964,14,1,4,9,1,0,1,10,0,4,0,16,25,0,0,1,2,54,13,2,0,3
12965,1,2,6,0,1,0,5,0,0,0,2,16,0,1,44,1,1,46,1,2,2,1
12966,9,6,6,18,1,0,3,0,0,0,0,16,0,1,57,1,1,19,1,2,1,1
12967,10,10,3,12,1,0,5,0,2,1,0,16,0,1,56,1,1,47,1,1,2,1
12968,14,10,5,16,1,1,11,0,1,2,2,16,0,3,54,2,1,54,3,2,2,2
12969,14,6,5,0,1,0,18,0,0,0,0,16,25,0,0,3,2,14,13,2,0,3
12970,1,0,2,13,1,1,15,2,0,0,0,16,1,1,47,2,2,45,3,1,2,2
12971,4,7,0,15,1,0,18,1,2,0,0,0,0,8,56,2,2,54,5,2,6,2
12972,8,6,4,12,1,1,16,2,0,0,0,16,0,1,55,2,2,66,3,1,2,2
12973,9,5,6,13,1,1,15,1,1,0,0,0,0,1,47,1,1,37,1,2,2,1
12974,10,6,3,13,1,0,5,1,0,0,0,0,25,0,0,1,1,14,13,2,3,3
12975,13,0,3,12,1,1,8,0,0,1,1,16,0,5,63,1,1,40,1,0,0,1
12976,1,7,5,17,1,4,7,0,0,0,1,16,1,9,51,1,1,47,1,2,3,5
12977,6,4,2,20,1,1,13,1,0,0,0,0,1,1,44,2,2,02,3,1,2,2
12978,3,5,4,19,1,1,15,1,0,0,0,0,0,1,48,1,1,31,1,1,2,1
12979,4,0,2,9,1,1,11,0,1,2,2,16,1,1,47,1,2,25,1,2,2,1
12980,15,3,2,17,1,1,16,1,0,0,0,0,1,11,54,1,1,18,1,2,1,4
12981,12,9,2,15,1,2,6,0,2,1,1,16,2,1,56,2,2,47,3,1,2,2
12982,6,11,4,10,1,1,13,1,0,1,0,0,1,5,52,1,1,50,1,0,0,1
12983,8,5,3,23,1,0,0,1,0,0,0,16,0,1,55,1,1,44,1,2,2,1
12984,0,10,2,14,1,1,6,1,1,0,0,2,1,1,42,1,1,29,1,2,2,1
12985,14,11,1,10,1,2,6,0,5,4,0,16,1,1,56,1,1,53,1,2,2,1
12986,14,7,1,17,1,1,11,0,0,0,2,16,0,1,55,1,1,53,1,1,2,1
12987,5,11,6,22,1,1,7,0,0,1,0,16,0,5,58,1,1,24,1,1,2,1
12988,11,1,5,23,1,1,15,1,0,0,0,2,1,1,63,3,2,13,6,1,2,2
12989,7,7,1,15,1,2,6,0,0,0,1,16,0,1,60,1,2,26,1,0,0,1
12990,13,0,5,17,1,1,16,1,0,0,1,7,1,1,55,2,1,34,3,2,2,2
12991,7,0,3,11,1,1,15,1,1,1,0,16,1,1,52,1,1,42,1,2,2,1
12992,15,8,6,11,1,2,18,0,2,1,0,16,1,1,55,1,1,50,1,0,0,1
12993,4,11,3,11,1,1,6,0,0,0,0,16,1,1,42,1,2,05,1,2,2,1
12994,4,7,6,12,1,1,13,0,0,0,0,16,1,1,56,1,1,53,1,1,2,1
12995,15,7,2,18,1,0,5,1,0,0,0,16,0,1,66,1,1,54,1,1,2,1
12996,14,6,2,16,1,1,15,1,0,0,0,0,1,11,0,1,1,34,1,2,1,4
12997,2,9,2,14,1,1,15,1,1,1,0,0,0,1,47,1,2,38,1,2,2,1
12998,12,9,5,19,1,1,7,1,0,0,0,2,1,1,61,1,1,21,1,1,2,1
12999,13,8,3,14,1,1,16,2,0,0,2,16,0,1,56,1,1,67,1,1,2,1
13000,0,3,2,15,1,0,18,1,0,0,0,16,25,0,0,1,2,15,13,2,0,3
13001,4,5,0,8,1,1,11,4,0,0,1,16,1,13,52,1,1,33,1,2,2,0
13002,12,2,6,17,1,0,3,0,0,0,2,17,0,1,56,1,1,63,1,2,2,1
13003,6,7,0,16,1,1,6,1,0,0,0,0,1,1,54,2,2,35,3,2,2,2
13004,5,0,5,16,1,1,6,1,0,4,0,0,1,1,54,1,2,64,1,1,2,1
13005,9,10,5,11,1,1,8,0,0,0,0,16,1,5,49,1,1,69,1,1,2,1
13006,14,11,0,13,1,0,1,1,0,0,6,16,0,1,54,1,1,18,1,0,0,0
13007,5,5,5,8,1,1,15,1,0,0,0,2,0,1,42,1,1,31,1,1,2,1
13008,5,7,4,17,1,0,5,0,0,0,0,16,0,1,48,1,1,19,1,1,2,1
13009,14,10,3,17,1,2,6,0,2,1,1,11,0,1,56,1,1,49,1,1,2,1
13010,5,4,5,14,1,1,16,2,2,1,0,16,1,1,45,1,1,30,1,1,2,1
13011,3,11,4,17,1,1,15,1,1,4,0,0,1,1,54,1,2,56,1,2,2,1
13012,7,5,2,0,1,1,13,1,0,0,0,0,0,1,45,1,2,18,1,2,2,1
13013,7,7,2,17,1,4,6,0,2,1,0,16,4,3,51,1,1,44,1,1,2,1
13014,4,9,4,19,1,0,3,0,1,1,0,16,0,1,55,2,1,19,3,2,1,2
13015,13,8,3,18,1,1,13,1,0,0,0,0,1,1,61,1,2,28,1,2,2,1
13016,5,10,5,16,1,0,5,0,0,0,0,16,0,1,53,2,2,50,3,2,2,2
13017,4,5,5,15,1,0,1,0,0,0,1,16,0,1,57,2,1,54,3,1,2,2
13018,1,1,1,23,1,1,6,1,0,9,0,0,1,1,42,1,2,38,1,2,2,1
13019,0,9,0,14,1,2,6,1,0,0,0,16,1,1,52,1,2,32,1,1,2,1
13020,1,5,0,10,1,1,15,0,0,0,0,16,0,1,46,1,2,35,1,1,2,1
13021,4,7,4,13,1,1,5,0,0,0,0,16,1,1,43,1,1,21,1,1,2,1
13022,9,5,4,11,1,1,17,0,0,0,0,16,1,1,45,1,1,18,1,1,0,1
13023,10,0,4,18,1,3,6,0,0,0,0,16,3,1,57,1,1,33,1,1,2,1
13024,5,8,5,19,1,0,5,0,0,0,1,16,0,1,48,1,2,18,1,2,2,1
13025,9,11,5,12,1,1,11,0,3,4,2,16,1,1,57,1,2,46,1,2,2,1
13026,2,7,2,13,1,1,6,1,2,1,1,0,1,1,45,4,1,18,5,1,2,2
13027,4,11,3,18,1,1,5,0,3,4,0,16,1,1,50,1,1,23,1,1,0,1
13028,6,2,2,7,1,1,6,1,1,4,0,2,0,1,58,1,2,30,1,2,2,1
13029,6,4,4,21,1,0,6,0,0,1,2,16,0,1,56,2,1,18,2,1,2,2
13030,11,7,3,0,1,2,15,1,0,0,0,0,1,1,61,1,2,38,1,2,2,1
13031,11,2,3,10,1,1,6,1,0,9,1,2,0,1,61,1,1,24,1,1,2,1
13032,4,0,6,3,1,2,18,4,1,1,2,16,1,1,50,3,2,17,4,2,2,2
13033,1,4,6,17,1,1,16,1,0,0,0,0,0,1,48,1,1,33,1,1,2,1
13034,5,10,6,17,1,2,6,0,2,1,4,16,1,1,54,4,2,14,6,1,2,2
13035,2,11,5,20,1,0,5,1,0,3,0,16,25,0,0,1,2,19,13,2,6,3
13036,0,1,1,16,1,1,15,1,0,9,0,16,0,1,36,2,1,21,3,1,2,2
13037,5,5,0,22,1,1,16,1,0,0,0,2,1,1,54,2,2,75,3,2,2,2
13038,15,5,5,9,1,1,7,0,0,0,0,16,0,1,64,1,2,50,1,1,2,1
13039,14,9,4,13,1,1,6,1,0,0,0,16,0,1,59,1,2,35,1,1,2,1
13040,15,5,0,8,1,1,16,0,0,0,0,2,1,1,63,1,1,26,1,1,2,1
13041,1,7,1,20,0,1,8,0,1,0,1,16,1,1,47,2,1,53,3,3,1,2
13042,3,4,4,8,1,1,13,1,1,0,1,0,1,18,53,1,1,25,1,1,2,0
13043,10,9,0,9,1,1,15,1,0,0,0,0,1,1,51,2,2,18,4,2,1,2
13044,11,3,4,11,1,1,15,1,2,1,0,16,0,1,51,1,2,42,1,2,2,1
13045,7,6,3,6,1,1,5,0,0,0,0,16,0,1,58,2,1,18,3,1,2,2
13046,6,11,5,18,1,1,6,1,3,3,0,0,0,1,59,2,1,20,3,1,2,2
13047,5,2,4,20,1,2,16,1,0,1,0,0,0,1,49,4,1,14,6,1,2,2
13048,3,8,4,0,1,1,6,1,0,0,1,16,0,1,49,1,2,46,1,2,2,1
13049,7,9,4,0,1,0,5,1,0,0,0,16,0,1,34,2,1,16,3,2,1,2
13050,6,9,1,18,1,1,16,0,0,1,0,16,1,1,46,1,1,43,1,1,2,1
13051,10,11,0,20,1,1,11,0,0,1,2,16,1,1,53,3,1,02,4,1,2,2
13052,8,1,4,18,1,1,11,0,0,0,1,16,0,1,53,4,1,18,6,2,2,2
13053,11,8,3,16,1,1,6,2,0,0,0,16,0,1,59,1,1,23,1,1,2,1
13054,8,0,1,9,1,1,6,0,0,0,1,16,1,1,56,1,1,64,1,2,2,1
13055,5,1,4,14,1,2,7,0,0,0,0,16,0,1,49,2,2,73,3,2,2,2
13056,0,8,4,17,1,0,3,0,1,0,0,16,0,1,54,3,2,48,4,2,2,2
13057,9,6,6,4,1,0,3,0,0,9,1,16,0,1,53,1,1,20,1,2,2,1
13058,10,0,5,14,1,2,6,1,6,0,0,0,1,1,53,1,1,18,1,2,2,0
13059,10,8,1,17,0,1,6,0,0,0,0,16,0,9,58,1,1,76,1,3,6,5
13060,11,11,5,17,1,1,15,1,0,3,0,0,0,1,55,2,2,21,3,1,2,2
13061,12,6,5,10,1,1,15,1,0,0,0,2,1,9,37,1,1,59,10,2,3,5
13062,11,10,1,16,1,1,15,1,0,0,5,2,1,1,42,1,1,26,1,2,2,1
13063,3,5,3,22,1,1,13,1,0,0,0,0,1,1,45,2,2,19,3,2,2,2
13064,5,8,3,16,1,1,6,1,0,0,0,0,0,1,54,2,1,35,3,2,2,2
13065,14,6,3,17,1,1,15,1,0,0,0,0,0,1,62,1,2,50,1,1,2,1
13066,2,4,0,12,1,1,6,1,0,0,0,0,1,1,52,2,1,16,3,1,2,2
13067,4,5,4,21,1,1,6,0,2,1,0,17,0,1,49,1,1,39,1,2,2,1
13068,0,7,0,12,1,1,6,1,0,1,0,0,0,1,45,1,1,48,1,2,2,1
13069,7,8,6,15,1,3,6,0,1,0,0,16,1,1,49,3,2,13,6,1,2,2
13070,9,1,4,11,1,1,6,1,0,0,0,16,1,1,54,1,1,18,1,1,2,1
13071,14,1,2,14,1,1,13,1,0,1,4,16,0,1,56,1,1,36,1,0,0,1
13072,5,3,5,15,1,0,5,1,0,0,2,2,0,9,55,1,2,40,1,2,3,5
13073,9,8,4,18,1,1,13,1,0,0,1,16,25,0,0,3,1,51,14,0,0,3
13074,6,8,6,20,1,2,11,0,0,0,0,16,0,1,56,1,1,26,1,2,2,1
13075,4,9,5,14,1,1,6,1,2,1,1,0,0,1,45,1,1,17,1,1,2,1
13076,15,9,2,22,1,1,15,1,0,0,1,0,1,2,66,1,1,46,1,2,2,1
13077,11,11,6,12,1,1,15,1,0,0,2,2,1,1,64,2,1,22,3,2,2,2
13078,8,11,2,10,1,2,7,1,0,0,0,16,1,1,55,1,1,31,1,2,7,1
13079,4,10,6,2,1,0,2,0,0,4,3,16,0,1,54,1,1,22,1,2,2,1
13080,2,5,4,18,1,1,6,1,0,0,0,16,1,1,53,2,2,59,3,1,2,2
13081,3,8,0,11,1,1,15,0,3,9,2,16,0,1,33,2,2,17,3,2,2,2
13082,12,5,1,7,1,1,6,1,0,1,0,0,0,1,53,1,2,40,1,2,2,1
13083,13,7,0,14,1,0,1,10,0,0,0,16,25,0,0,1,2,65,13,2,0,3
13084,10,5,1,17,1,1,16,1,0,1,0,2,1,1,60,1,1,18,1,2,2,1
13085,12,1,5,15,1,0,2,1,1,4,2,16,0,1,54,1,1,20,1,2,2,1
13086,4,11,2,10,1,1,6,0,1,4,1,16,0,4,54,1,1,61,1,1,2,1
13087,0,7,6,2,1,1,6,0,2,1,0,16,1,1,53,2,2,20,3,1,2,2
13088,8,1,0,8,1,0,5,0,0,0,0,16,0,1,48,1,2,46,1,2,2,1
13089,4,5,6,14,1,2,6,0,0,0,0,16,2,1,53,1,1,57,1,1,2,1
13090,12,7,4,9,1,1,13,0,0,0,0,0,1,1,62,1,1,51,1,1,2,1
13091,15,1,3,16,1,1,6,1,0,1,0,2,1,1,61,1,1,50,1,2,2,1
13092,13,3,4,8,1,0,5,1,0,0,0,0,25,0,0,1,1,15,13,2,6,3
13093,13,6,5,16,1,1,18,0,0,0,0,16,0,1,55,3,2,01,6,1,2,2
13094,7,7,1,16,1,1,16,1,0,0,0,16,0,1,52,1,2,61,1,1,2,1
13095,12,5,3,13,1,0,5,1,0,0,0,16,0,1,61,1,2,43,1,2,2,1
13096,7,11,4,16,1,1,10,0,1,0,1,16,1,3,61,1,2,26,1,1,2,1
13097,12,0,6,14,1,0,5,1,3,1,0,0,0,1,56,1,2,21,1,1,2,1
13098,4,7,2,8,1,1,13,1,0,0,0,0,1,1,53,2,2,29,2,2,2,2
13099,10,10,6,17,1,0,2,0,0,0,1,16,0,1,63,2,2,52,14,0,0,0
13100,10,10,2,16,1,1,15,1,0,0,0,3,0,1,62,3,2,18,5,1,2,2
13101,14,11,4,19,1,0,1,0,0,0,0,16,0,1,54,1,1,28,1,1,2,1
13102,6,3,3,18,1,1,13,1,0,0,0,0,0,1,59,1,2,30,1,2,2,1
13103,1,8,4,15,1,1,15,1,0,0,0,17,0,11,54,1,1,14,10,2,1,4
13104,7,1,2,11,1,1,6,1,0,0,0,0,1,7,59,1,2,36,1,2,2,1
13105,11,9,6,8,1,1,13,1,1,0,1,0,1,1,60,1,1,35,1,1,2,1
13106,5,6,6,10,1,1,15,1,0,0,0,16,1,1,56,3,1,09,6,1,2,2
13107,6,3,0,16,1,2,13,1,0,0,0,16,2,5,53,1,1,35,1,1,2,1
13108,8,11,2,12,1,0,5,0,0,1,2,17,0,1,58,1,1,17,1,2,2,1
13109,7,3,4,9,1,1,13,1,0,0,0,0,1,3,52,1,2,53,1,2,2,1
13110,7,1,5,12,1,1,16,2,0,0,0,16,1,1,50,1,2,38,1,2,2,1
13111,12,1,2,11,1,1,16,2,0,0,0,7,0,1,57,1,1,25,1,1,2,1
13112,8,8,4,7,1,1,6,1,0,0,0,0,1,1,57,1,2,56,1,2,2,1
13113,9,6,6,11,1,0,5,0,0,0,3,16,0,1,59,1,2,30,1,2,2,1
13114,1,5,6,20,1,1,15,1,0,0,0,0,0,1,44,1,2,25,1,2,2,1
13115,11,2,6,13,1,1,6,1,2,1,1,0,1,2,59,1,1,34,1,2,2,1
13116,7,10,1,19,1,1,15,1,2,1,0,2,1,1,50,1,2,63,1,2,2,1
13117,6,1,5,6,0,6,3,0,1,4,3,16,4,5,54,1,1,41,1,1,2,1
13118,10,8,3,9,1,1,6,0,0,0,0,16,1,1,62,1,2,47,1,1,2,1
13119,15,2,0,18,1,2,6,1,0,1,0,16,0,1,59,2,2,32,3,1,2,2
13120,9,3,5,22,1,1,6,0,2,1,0,16,1,1,55,3,2,25,4,2,2,2
13121,0,11,2,7,1,1,11,1,0,4,0,16,0,1,46,1,1,34,1,2,2,1
13122,5,0,5,12,1,2,6,2,0,0,0,2,1,1,57,1,2,23,1,1,2,1
13123,14,6,1,7,1,1,6,0,0,0,0,16,1,2,65,2,1,46,3,1,2,2
13124,12,9,6,19,1,1,8,0,1,0,0,0,1,1,54,1,2,55,1,2,2,1
13125,11,3,6,1,1,2,6,1,0,0,0,0,1,1,62,1,1,29,1,2,2,1
13126,9,0,5,8,1,0,3,1,5,4,1,16,0,3,52,2,2,05,5,2,2,2
13127,9,4,6,15,1,1,6,1,0,0,6,16,0,9,54,1,1,38,1,0,0,5
13128,11,8,2,9,1,0,5,0,0,5,0,16,0,4,54,1,1,32,1,1,2,1
13129,9,0,1,10,1,3,8,0,1,0,0,10,2,1,60,1,1,64,1,2,2,1
13130,11,11,0,21,1,0,5,1,0,0,0,0,25,0,0,1,2,34,13,2,6,3
13131,0,5,4,15,1,1,14,1,0,0,1,16,0,1,48,1,2,18,1,2,2,1
