,C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER
28013,3,6,1,17,1,2,6,0,0,0,0,16,0,1,50,1,2,42,1,2,2,1
28014,15,10,3,10,1,2,13,1,1,1,0,16,1,1,57,1,1,19,1,1,2,1
28015,8,6,3,22,1,2,6,1,0,0,0,0,2,1,61,2,2,43,3,2,2,2
28016,1,11,1,7,1,1,8,0,3,2,0,16,0,11,0,1,1,21,1,2,0,4
28017,1,8,4,13,1,1,6,0,0,0,0,16,0,1,47,1,1,43,1,1,2,1
28018,2,3,6,1,1,0,18,0,0,0,2,16,0,1,44,1,1,20,1,2,2,1
28019,5,8,6,18,1,2,6,1,0,0,0,16,1,1,52,2,2,14,3,1,2,2
28020,14,6,2,16,1,2,6,0,0,0,1,16,2,1,45,2,2,43,3,1,2,2
28021,11,6,2,11,1,1,15,1,0,1,0,2,1,1,54,1,1,31,1,2,2,1
28022,3,10,0,10,1,2,6,0,0,0,0,16,2,1,55,1,2,29,1,2,2,1
28023,2,4,1,11,1,1,6,1,2,1,0,0,0,1,45,3,2,03,4,1,2,2
28024,4,10,4,0,1,0,3,2,6,1,3,16,0,3,30,1,1,33,1,2,2,1
28025,11,2,5,16,1,1,6,1,0,0,0,16,0,1,55,1,2,39,1,1,2,1
28026,15,2,0,13,1,1,15,1,0,0,0,0,0,1,51,3,1,10,4,2,2,2
28027,4,9,3,7,1,0,5,2,0,0,2,16,0,8,45,1,1,33,1,1,2,1
28028,14,2,0,10,1,1,13,0,3,2,2,16,0,1,67,1,1,53,1,1,2,1
28029,6,1,3,10,1,1,15,1,0,0,1,2,0,1,49,3,1,18,4,1,2,2
28030,5,11,2,2,1,3,6,1,0,0,0,16,3,1,40,0,0,111,0,0,0,0
28031,4,9,0,19,1,1,8,1,2,1,0,16,1,1,53,1,1,65,1,2,2,1
28032,1,2,3,22,1,1,5,0,0,0,0,16,0,1,42,1,1,23,1,1,2,1
28033,10,7,2,13,0,1,15,1,0,0,0,2,1,1,62,1,1,18,1,2,2,1
28034,4,2,0,19,1,2,6,0,6,9,0,16,1,1,47,1,2,34,1,1,2,1
28035,5,0,3,10,1,1,13,1,1,1,0,0,0,1,47,1,2,77,1,1,2,1
28036,2,1,5,14,1,2,6,0,0,0,0,16,1,1,47,4,2,15,5,2,2,2
28037,9,1,5,14,1,2,18,0,0,2,0,16,1,1,49,1,2,29,1,1,2,1
28038,10,1,2,17,1,1,7,0,0,0,0,16,1,1,46,2,2,30,3,1,2,2
28039,7,8,6,2,0,1,6,0,0,0,2,16,0,1,43,1,1,23,1,3,1,1
28040,11,9,2,12,1,1,6,0,0,0,0,16,1,1,52,1,2,34,1,2,2,1
28041,15,10,4,8,1,1,13,1,0,4,0,0,0,3,68,1,2,60,1,2,2,1
28042,3,8,1,18,1,0,5,1,0,0,0,16,0,6,36,20,2,20,8,1,6,2
28043,10,4,4,14,1,2,6,1,1,0,0,16,0,1,56,1,1,18,1,1,2,1
28044,11,5,2,15,1,1,6,0,0,1,0,16,1,1,59,1,2,39,1,2,2,1
28045,11,7,4,1,1,3,17,1,1,0,0,0,0,1,60,1,1,22,1,2,2,1
28046,12,5,6,20,1,1,15,1,1,1,0,0,0,1,54,1,1,18,1,2,2,0
28047,10,2,2,9,1,1,13,1,1,1,0,2,0,1,60,1,1,41,1,2,2,1
28048,2,2,5,1,1,1,6,1,0,1,0,0,1,1,51,1,2,32,1,2,2,1
28049,6,0,2,18,0,1,16,1,3,2,0,16,1,1,58,2,2,39,3,1,2,2
28050,9,0,0,17,1,1,6,1,1,1,1,0,0,3,42,1,1,50,1,1,2,1
28051,2,7,0,18,1,0,3,1,1,0,3,16,0,4,51,1,1,27,1,2,2,1
28052,10,2,6,18,1,1,16,2,0,0,0,2,0,1,47,1,2,25,1,2,2,1
28053,3,10,1,5,1,0,5,0,0,0,0,16,0,1,55,5,1,41,4,1,1,2
28054,8,4,5,18,1,1,18,1,0,0,6,16,0,1,43,1,1,18,1,0,0,1
28055,4,9,2,15,1,2,6,1,2,1,0,0,1,1,46,1,2,39,1,2,2,1
28056,6,4,1,21,1,0,5,0,0,0,0,16,0,1,50,3,1,18,6,1,2,2
28057,7,4,4,21,1,1,15,1,1,0,0,0,0,1,47,1,2,23,1,2,2,1
28058,11,7,2,17,1,1,16,1,0,0,0,0,1,1,63,3,1,05,6,1,2,2
28059,4,9,2,14,1,1,15,1,0,0,0,2,0,1,55,1,1,29,1,2,2,1
28060,5,7,4,20,1,1,15,1,0,0,0,17,0,1,51,2,2,36,3,2,2,2
28061,6,9,0,6,1,0,5,1,2,1,2,2,0,2,47,3,2,59,8,2,6,2
28062,15,6,5,10,1,1,15,1,0,0,0,2,1,1,64,1,1,61,1,1,2,1
28063,7,11,6,13,1,1,6,10,0,0,1,16,1,1,45,2,2,49,3,2,2,2
28064,3,5,3,14,1,2,18,0,0,0,0,16,1,1,46,1,1,79,1,2,2,1
28065,1,0,4,15,1,1,15,1,3,9,0,0,0,1,42,1,2,25,1,1,2,1
28066,14,8,3,16,1,1,6,2,0,0,1,16,1,11,54,1,1,25,1,2,1,4
28067,0,8,1,18,1,1,15,1,1,0,0,16,0,1,40,2,1,22,3,2,1,2
28068,2,8,5,14,1,1,13,1,0,0,0,0,0,1,55,1,1,30,1,2,2,1
28069,7,4,4,8,1,3,13,1,0,0,0,0,3,1,54,1,2,26,1,1,2,1
28070,10,9,2,0,1,0,4,1,0,0,0,0,25,0,0,2,1,35,14,0,0,3
28071,9,7,6,14,0,1,11,0,1,0,0,16,0,1,50,2,2,17,3,2,2,2
28072,7,2,4,18,1,1,13,1,0,0,0,0,1,2,55,4,1,15,6,1,2,2
28073,12,4,0,17,1,3,6,1,0,0,0,0,0,1,56,1,1,43,1,1,2,1
28074,9,1,1,19,1,1,13,1,0,9,0,16,0,1,53,1,1,56,1,1,2,1
28075,9,9,0,1,1,1,13,1,2,1,0,0,0,1,49,1,1,19,1,2,2,1
28076,15,1,3,20,1,1,6,1,3,2,0,2,0,1,65,1,2,23,1,1,2,1
28077,6,4,0,10,1,2,6,1,1,0,0,16,1,1,59,1,1,42,1,2,2,1
28078,1,7,5,17,1,1,15,1,0,0,0,2,1,1,40,2,2,37,3,2,2,2
28079,3,1,6,17,1,1,16,1,0,0,0,0,25,0,0,2,2,06,13,2,6,3
28080,7,2,2,14,1,0,18,1,2,0,0,2,0,1,54,2,1,10,5,1,2,2
28081,10,11,0,0,1,0,1,2,3,3,1,5,0,1,59,2,2,42,14,0,0,0
28082,0,5,5,0,1,0,3,0,2,6,0,16,0,5,52,1,1,23,1,1,1,1
28083,9,3,6,21,1,0,5,0,0,0,2,16,0,1,44,1,2,17,1,2,2,1
28084,5,2,4,4,0,0,5,0,0,0,0,16,0,1,53,5,2,18,6,2,1,2
28085,4,5,6,16,1,1,6,1,2,1,1,16,1,1,49,1,1,44,1,0,2,1
28086,0,11,2,13,1,1,15,1,1,0,0,0,1,4,54,1,1,28,1,1,2,1
28087,11,3,5,13,1,1,6,1,0,6,1,16,1,11,54,1,1,09,1,2,1,4
28088,1,0,3,18,1,1,6,1,1,0,0,0,0,1,40,2,1,35,3,2,2,2
28089,6,10,4,19,1,1,16,1,0,1,0,0,1,1,51,3,2,40,6,1,2,2
28090,4,8,1,15,1,2,7,0,0,0,0,16,2,1,47,2,1,17,3,1,2,2
28091,12,1,4,13,1,1,13,1,0,1,0,0,0,1,63,1,2,40,1,2,2,1
28092,5,5,5,11,1,2,6,0,0,0,0,16,1,1,54,1,2,26,1,2,2,1
28093,10,5,0,11,1,3,6,1,2,1,0,0,3,4,57,1,1,54,1,1,2,1
28094,13,8,1,19,1,2,6,1,0,0,0,0,1,1,54,2,2,62,3,2,2,2
28095,7,0,5,10,1,1,6,0,3,2,0,16,0,1,44,1,1,41,1,2,2,1
28096,8,1,2,12,1,1,6,1,0,0,0,0,1,1,46,3,2,81,6,2,2,2
28097,4,2,1,9,1,2,7,1,0,0,0,0,2,1,45,1,1,45,1,2,2,1
28098,11,7,2,11,1,1,6,1,0,0,0,0,1,1,55,1,1,33,1,1,2,1
28099,7,2,4,7,1,1,6,0,0,0,3,3,0,1,55,1,2,18,1,1,2,1
28100,0,6,1,23,1,0,0,2,0,0,0,16,0,1,40,1,1,20,1,2,2,1
28101,5,9,4,8,1,1,6,1,0,0,0,0,0,1,53,2,2,10,4,1,2,2
28102,3,10,6,17,1,0,5,0,3,3,0,16,25,0,0,1,2,14,13,2,6,3
28103,15,3,0,19,1,1,15,1,0,0,0,0,0,1,65,1,2,25,1,2,2,1
28104,12,7,0,8,1,1,6,2,0,0,0,16,1,1,59,1,2,37,1,1,2,1
28105,9,4,4,21,1,1,13,1,1,0,0,16,0,1,41,1,2,20,1,2,2,1
28106,0,4,3,17,1,2,13,1,2,1,0,0,0,1,52,2,2,13,3,1,2,2
28107,8,1,1,9,1,2,8,0,0,4,2,16,0,1,52,3,2,45,14,0,0,0
28108,3,7,5,9,1,1,6,1,0,0,1,0,0,1,50,1,1,55,1,1,2,1
28109,3,10,2,19,1,1,16,1,0,0,1,16,1,1,43,2,1,18,3,1,2,2
28110,8,3,3,18,1,1,15,1,2,1,0,2,1,1,52,3,2,01,4,1,2,2
28111,10,9,2,19,1,1,13,1,0,9,0,0,0,1,47,1,1,54,1,2,2,1
28112,15,6,4,8,1,0,5,0,0,0,0,16,0,1,66,1,2,34,1,2,2,1
28113,5,5,2,15,1,1,15,0,1,0,0,16,1,1,46,1,1,61,1,1,2,1
28114,12,9,4,18,1,4,6,0,0,0,1,16,1,1,54,3,1,09,4,1,2,2
28115,13,1,6,1,1,0,18,1,0,0,2,2,0,1,60,2,2,57,3,2,1,2
28116,3,0,1,9,1,0,5,1,0,0,0,2,0,1,51,1,1,51,1,1,2,1
28117,6,5,2,17,1,0,1,10,0,0,0,16,25,0,0,1,1,20,13,2,0,3
28118,9,9,2,7,1,1,6,0,0,0,0,16,1,1,52,2,2,43,3,2,2,2
28119,11,10,2,17,1,1,18,0,1,1,0,16,0,1,49,1,1,74,1,2,2,1
28120,4,3,3,5,1,0,5,0,0,0,1,16,0,1,48,1,1,36,1,2,2,1
28121,3,6,4,16,1,1,6,0,0,0,1,16,1,18,52,2,1,33,3,2,2,0
28122,7,2,0,13,1,1,15,1,0,1,0,16,0,1,50,1,1,23,1,0,0,1
28123,9,1,1,5,1,1,6,1,0,0,0,0,1,1,57,1,2,38,1,1,0,1
28124,11,4,0,16,1,1,15,1,0,0,0,2,0,1,51,1,1,39,1,0,2,1
28125,2,9,2,17,1,1,7,0,0,0,0,16,1,1,53,1,1,39,1,2,2,1
28126,10,11,5,16,1,1,15,1,0,9,0,16,1,1,57,1,1,45,1,2,2,1
28127,5,0,3,14,1,1,6,0,0,1,0,0,0,1,50,1,2,45,1,2,2,1
28128,10,9,5,23,1,0,3,0,0,0,3,16,0,1,63,3,2,15,3,1,2,2
28129,8,2,5,21,1,0,5,1,0,0,0,0,0,1,59,1,1,25,1,2,2,1
28130,14,5,6,19,1,1,7,0,0,0,0,16,1,1,61,1,1,51,1,1,2,1
28131,0,11,4,9,1,1,18,1,0,2,0,16,0,4,49,1,1,60,1,1,2,1
28132,12,6,6,15,1,3,6,1,0,0,0,0,2,1,56,1,1,36,1,1,2,1
28133,6,0,1,18,1,1,16,1,0,1,0,0,0,5,50,1,1,32,1,1,2,1
28134,7,8,6,10,1,1,6,1,1,0,0,16,0,1,56,1,2,27,1,2,2,1
28135,2,3,2,11,1,1,6,0,0,0,1,16,0,1,51,1,1,19,1,1,2,1
28136,0,10,0,19,1,0,2,1,0,1,0,0,0,1,48,1,1,18,1,1,2,1
28137,1,2,2,19,1,1,6,1,0,0,0,16,0,1,49,1,1,51,1,1,2,1
28138,1,5,2,13,1,1,6,1,0,0,3,3,0,1,54,1,1,63,1,0,2,1
28139,2,5,4,16,0,1,15,0,1,0,0,16,1,1,40,1,1,22,1,3,2,1
28140,11,3,5,13,1,1,6,1,0,0,2,16,1,1,55,2,2,28,3,1,2,2
28141,11,1,4,16,1,0,3,0,0,2,2,16,0,1,50,1,2,60,1,2,2,1
28142,7,6,3,17,1,1,6,1,0,0,2,3,0,1,59,2,1,59,3,2,2,2
28143,8,0,6,18,1,0,5,2,0,0,0,16,0,1,43,1,1,28,1,2,1,1
28144,6,8,3,21,1,0,2,0,2,1,2,16,0,1,47,3,1,16,5,1,2,2
28145,14,1,1,19,1,1,13,1,3,2,0,0,1,1,59,2,2,18,3,1,2,2
28146,2,3,4,16,1,2,16,2,0,0,0,16,1,1,52,1,1,59,1,1,2,1
28147,15,9,2,16,1,2,15,1,0,0,0,2,1,1,60,1,2,35,1,2,2,1
28148,6,7,3,11,1,0,5,0,2,1,0,16,0,1,49,1,2,18,1,2,2,1
28149,14,5,1,8,1,1,6,1,0,0,0,0,1,1,61,1,1,32,1,2,2,1
28150,7,11,0,13,1,1,13,1,1,0,6,16,0,1,55,1,1,48,1,2,1,1
28151,15,3,4,10,1,1,18,1,0,0,0,16,1,1,54,1,2,28,1,2,5,1
28152,6,4,4,23,1,1,16,2,2,1,0,16,1,1,48,1,1,57,1,1,2,1
28153,5,0,3,6,1,0,5,0,0,4,0,16,0,1,47,2,2,76,3,1,2,2
28154,4,11,3,20,1,1,15,1,2,1,0,2,0,1,45,3,2,49,4,1,2,2
28155,6,9,0,16,1,0,0,1,0,0,0,0,25,0,0,1,1,10,13,2,2,3
28156,8,3,5,12,1,0,3,0,0,9,0,16,0,1,52,1,2,62,1,2,2,1
28157,2,9,3,13,1,1,6,0,0,0,0,0,1,0,49,2,1,18,14,1,2,0
28158,5,11,4,15,1,1,13,0,3,2,0,16,1,1,52,3,1,16,4,2,2,2
28159,7,10,5,18,1,1,6,1,0,9,0,0,1,1,49,2,1,26,3,2,2,2
28160,10,8,4,10,1,1,15,1,1,1,1,2,0,1,51,1,1,42,1,1,2,1
28161,1,1,2,19,1,0,5,1,2,1,0,2,0,1,51,1,1,65,1,1,2,1
28162,2,7,4,17,1,1,15,1,0,0,0,0,1,11,54,1,1,18,1,2,6,4
28163,14,7,3,15,1,1,15,0,2,1,0,16,0,10,42,2,1,32,5,2,6,0
28164,5,5,2,17,1,0,3,0,2,1,0,16,0,1,40,1,1,19,1,2,2,1
28165,1,1,2,11,1,1,6,1,3,2,1,16,0,1,54,1,2,36,1,2,2,1
28166,4,5,0,17,1,1,6,0,0,0,0,16,0,1,49,2,2,16,3,1,2,2
28167,3,0,1,1,1,2,6,0,0,9,0,16,1,1,46,1,1,40,1,1,2,1
28168,13,10,6,19,1,2,7,0,0,0,0,16,1,1,60,3,1,10,4,1,2,2
28169,12,7,3,22,1,0,5,1,0,0,0,16,0,1,65,1,1,22,1,1,2,1
28170,9,10,2,14,1,1,15,1,1,1,1,2,1,1,52,2,1,19,3,2,2,2
28171,7,9,2,20,1,1,6,1,2,1,0,0,0,1,48,1,1,54,1,2,2,1
28172,10,3,0,11,1,1,5,0,2,1,0,16,0,1,52,2,2,37,3,2,2,2
28173,1,4,4,16,1,0,3,0,0,0,0,16,0,1,54,1,1,16,1,2,2,1
28174,6,0,1,12,0,1,11,0,0,4,3,16,0,1,57,1,2,19,1,3,2,1
28175,8,10,4,13,1,0,3,0,1,1,3,16,0,1,42,2,2,44,2,2,2,2
28176,6,10,3,15,1,1,15,2,0,0,0,16,1,1,57,1,2,61,1,2,2,1
28177,14,1,6,17,1,0,1,0,3,2,3,16,0,1,63,1,2,66,1,2,2,1
28178,8,2,5,12,1,1,6,1,0,1,0,0,0,1,55,2,2,17,3,1,2,2
28179,1,8,4,18,1,0,5,1,0,0,0,0,0,1,54,1,1,18,1,1,2,1
28180,7,11,2,17,1,1,7,1,0,9,0,16,1,1,55,1,1,32,1,2,2,1
28181,13,2,4,11,1,1,16,1,0,0,0,0,0,1,63,1,2,37,1,1,2,1
28182,4,0,5,10,1,1,15,1,0,1,0,0,1,1,50,1,2,77,1,2,2,1
28183,10,9,0,4,1,0,5,0,3,9,0,16,0,10,61,2,2,16,10,2,1,0
28184,4,1,5,12,1,1,6,0,1,2,0,16,0,1,56,3,2,16,4,2,2,2
28185,0,10,0,12,1,1,18,1,0,0,0,0,1,1,39,1,1,33,1,1,2,1
28186,11,1,3,14,1,1,6,10,0,0,0,16,1,1,62,2,2,53,3,2,2,2
28187,1,11,2,12,1,1,13,1,3,2,0,16,1,1,47,1,2,17,1,2,2,1
28188,5,10,1,8,1,0,2,1,0,5,0,16,0,1,44,1,2,34,1,2,2,1
28189,3,3,0,6,1,1,15,1,0,0,1,0,0,1,54,1,1,21,1,0,0,1
28190,9,10,5,6,1,1,18,0,3,4,0,16,0,5,54,1,1,48,1,2,2,1
28191,0,6,1,8,1,2,6,0,0,0,0,16,1,1,44,1,1,38,1,2,2,1
28192,15,2,3,15,1,1,7,0,0,0,0,16,1,8,60,13,1,19,4,1,6,2
28193,0,1,6,21,1,1,6,3,0,0,0,17,0,1,44,1,1,75,1,1,2,1
28194,1,4,3,16,1,1,15,1,1,0,0,2,1,1,46,2,1,85,3,1,2,2
28195,7,5,4,18,1,1,15,1,0,0,0,16,1,1,47,3,1,36,4,2,2,2
28196,0,4,4,15,1,0,0,0,0,0,0,16,0,1,52,1,1,25,1,1,2,1
28197,3,0,5,21,1,1,16,1,0,0,0,2,0,1,46,1,2,42,1,2,2,1
28198,1,11,2,14,1,1,6,1,1,4,0,0,0,1,49,1,2,18,1,2,2,1
28199,4,5,2,17,1,0,15,1,0,0,1,16,0,11,54,1,0,111,0,0,0,4
28200,14,10,0,16,1,1,6,1,0,0,0,17,1,1,63,1,2,38,1,2,2,1
28201,8,0,5,13,1,3,6,2,0,0,0,16,2,1,51,1,1,38,1,1,2,1
28202,9,4,5,18,1,1,6,1,0,0,0,2,0,1,50,3,2,19,6,1,2,2
28203,13,4,1,16,1,0,5,1,0,0,0,16,0,1,61,1,2,25,1,1,2,1
28204,6,7,1,19,1,1,15,2,0,0,2,16,0,1,38,1,2,24,1,1,2,1
28205,7,6,6,3,1,0,1,0,0,0,0,16,0,1,47,1,1,19,1,2,2,1
28206,7,4,3,17,1,1,13,1,0,0,0,0,0,1,47,1,1,17,1,1,2,1
28207,5,5,1,16,1,1,7,0,0,0,0,16,1,5,50,1,1,38,1,1,2,1
28208,0,0,3,8,1,1,6,1,0,0,0,0,1,1,45,1,1,53,1,1,2,1
28209,4,11,2,10,1,1,16,1,0,4,2,3,0,4,39,1,1,60,1,2,2,1
28210,13,4,5,21,1,1,6,1,0,0,0,0,1,1,57,2,2,27,3,2,2,2
28211,4,7,3,10,1,1,18,0,0,0,1,16,0,1,37,2,1,90,3,2,2,2
28212,9,7,5,18,1,1,16,1,0,0,0,0,0,1,54,3,1,04,6,2,2,2
28213,11,6,3,16,1,1,13,0,0,0,6,16,0,1,48,1,1,61,1,2,2,1
28214,0,7,0,15,0,0,1,0,0,0,0,16,0,1,31,3,1,19,4,2,1,2
28215,14,4,2,18,1,1,16,1,0,0,0,0,1,1,63,2,2,30,3,1,2,2
28216,7,1,1,9,1,1,16,1,3,1,0,0,0,1,59,1,2,28,1,2,2,1
28217,4,11,1,10,1,1,16,1,0,1,0,16,1,1,45,1,2,48,1,1,2,1
28218,0,4,3,16,1,0,0,1,0,0,3,16,0,3,32,1,1,19,1,1,2,1
28219,7,2,6,22,1,0,5,1,0,0,0,0,25,0,0,1,2,62,13,2,6,3
28220,1,1,3,8,1,1,15,1,0,1,0,0,1,1,51,1,1,66,1,2,2,1
28221,4,10,2,20,1,0,3,0,3,2,3,3,0,4,51,1,1,21,1,2,2,1
28222,3,4,6,15,1,1,6,1,0,0,0,3,0,1,48,3,1,02,6,1,2,2
28223,4,5,6,22,1,1,6,1,0,0,0,2,0,1,43,4,2,18,6,1,2,2
28224,4,11,2,9,1,1,6,0,3,2,4,16,1,14,51,1,1,33,1,1,2,0
28225,13,9,2,12,1,1,11,1,1,5,0,17,0,14,56,1,1,46,1,0,0,0
28226,4,10,0,15,1,4,6,0,0,0,0,16,0,1,50,2,1,17,6,2,2,2
28227,2,0,0,15,1,2,18,0,0,4,0,16,0,1,50,3,1,23,4,2,2,2
28228,9,4,2,18,1,1,6,4,0,0,0,16,0,1,55,1,2,32,1,1,2,1
28229,3,2,1,14,1,1,6,0,3,4,0,16,1,1,46,1,1,18,1,1,2,1
28230,3,0,5,18,1,1,15,1,0,0,0,0,0,1,53,1,1,29,1,2,2,1
28231,1,5,2,15,1,2,6,1,0,0,0,16,2,1,49,1,2,34,1,2,2,1
28232,15,8,4,14,1,0,2,0,0,5,2,16,0,1,42,3,1,18,1,2,2,0
28233,1,4,4,17,1,1,15,1,0,0,0,2,0,1,45,2,2,26,3,2,2,2
28234,4,10,5,16,1,1,17,0,3,2,0,16,0,1,42,1,1,32,1,2,2,1
28235,9,3,5,11,1,1,13,1,0,0,1,0,0,1,54,1,1,92,1,2,2,1
28236,3,10,2,15,1,1,15,1,0,0,0,0,0,1,51,1,2,61,1,1,2,1
28237,1,6,5,10,1,0,5,1,0,0,0,0,0,1,52,1,1,18,1,1,0,1
28238,15,5,5,9,1,1,6,0,0,0,0,16,1,1,66,1,1,78,1,1,2,1
28239,1,4,2,11,1,1,6,1,2,1,0,0,1,1,44,1,2,58,1,2,2,1
28240,7,6,6,17,1,1,6,10,2,1,0,16,1,1,53,1,2,35,1,2,2,1
28241,14,6,4,8,1,0,5,1,0,0,0,0,25,0,0,1,2,74,13,2,6,3
28242,2,9,3,21,1,1,6,1,1,0,0,0,0,1,49,3,2,01,3,1,2,2
28243,4,2,5,17,1,1,12,0,0,9,3,16,1,1,40,2,1,16,3,2,2,2
28244,10,5,4,16,1,1,6,10,0,0,0,16,1,1,56,1,2,42,1,2,2,1
28245,2,7,4,10,1,1,16,1,0,0,0,2,1,1,48,1,1,36,1,1,2,1
28246,6,10,1,9,1,1,6,0,0,0,0,16,1,5,59,2,1,40,3,2,2,2
28247,2,3,2,20,1,2,6,2,2,1,0,16,2,1,47,2,2,44,3,2,2,2
28248,6,5,5,1,1,0,5,0,0,0,2,16,25,0,0,1,1,22,13,2,2,3
28249,4,8,1,17,1,0,5,4,0,0,0,16,0,1,47,1,2,24,1,2,2,1
28250,15,4,1,17,1,1,6,1,0,0,0,16,0,1,67,1,1,39,1,1,2,1
28251,3,5,6,13,1,0,11,0,0,0,1,16,0,1,42,1,1,34,1,1,2,1
28252,3,1,4,0,1,0,5,2,3,4,0,16,0,1,40,1,1,28,1,2,2,1
28253,6,8,1,19,1,3,6,0,0,0,0,16,2,1,53,2,1,50,3,2,2,2
28254,1,1,0,7,1,1,15,0,0,1,0,16,0,1,49,1,2,30,1,2,2,1
28255,3,2,6,2,1,0,2,10,1,1,3,16,0,1,53,1,1,22,1,2,2,1
28256,12,2,0,7,1,1,15,1,0,0,0,0,0,1,52,1,1,25,1,2,7,1
28257,6,11,1,17,1,1,6,1,0,0,0,0,0,1,58,1,1,58,1,1,2,1
28258,6,8,3,21,1,1,15,1,0,0,0,16,1,1,46,1,1,46,1,2,2,1
28259,14,10,0,15,1,1,8,0,1,0,0,16,0,1,64,1,2,43,1,2,2,1
28260,3,7,2,14,1,4,6,4,0,0,0,16,2,1,45,1,1,72,1,1,2,1
28261,12,10,5,15,1,2,6,1,0,0,0,16,1,1,63,1,1,54,1,1,2,1
28262,0,1,3,6,1,1,7,0,4,1,0,16,0,1,44,1,1,30,1,2,2,1
28263,2,5,5,14,1,1,15,1,2,1,0,2,0,1,51,1,1,27,1,1,2,1
28264,11,9,1,19,1,0,5,1,2,1,0,0,25,0,0,1,1,22,13,2,6,3
28265,11,5,1,11,1,1,6,1,0,0,0,0,1,1,63,1,2,47,1,2,2,1
28266,11,8,1,15,1,0,5,1,0,0,0,2,0,1,61,1,2,30,1,1,2,1
28267,2,0,0,14,1,0,2,1,2,9,1,16,0,4,54,1,1,48,1,2,2,1
28268,14,7,3,17,1,1,6,0,0,0,0,16,1,1,66,2,1,07,4,1,2,2
28269,6,6,4,14,1,2,18,0,1,0,0,16,2,1,49,1,1,18,1,2,2,1
28270,5,0,4,12,1,0,1,0,5,4,4,16,0,1,53,1,1,65,1,1,2,1
28271,12,10,2,9,1,0,2,0,0,0,2,16,0,1,60,1,1,30,1,2,2,1
28272,7,7,4,14,1,0,3,1,0,0,2,16,0,1,57,1,2,33,1,2,2,1
28273,14,5,4,18,1,1,6,1,1,1,0,16,0,1,64,1,2,51,3,2,2,2
28274,15,11,3,12,1,0,5,0,0,0,0,0,0,1,63,1,2,41,1,2,2,1
28275,5,6,0,13,1,1,13,1,0,0,0,16,1,1,55,2,2,16,3,2,2,2
28276,14,6,0,21,1,1,18,1,1,0,1,0,1,1,60,2,2,65,2,2,2,2
28277,2,3,4,12,1,0,5,1,0,0,0,16,0,1,53,4,2,14,5,2,2,2
28278,11,3,6,3,1,0,1,1,1,0,2,0,0,1,45,1,2,28,2,2,2,2
28279,15,3,2,12,1,1,6,0,0,1,0,16,1,1,59,1,2,40,1,2,2,1
28280,15,5,5,13,1,0,5,1,0,0,0,2,0,1,52,1,1,68,1,1,2,1
28281,4,5,1,11,1,0,5,1,0,0,0,0,25,0,0,1,2,38,13,2,2,3
28282,0,3,4,16,1,1,6,1,0,0,0,3,0,1,44,2,1,10,3,1,2,2
28283,3,5,5,15,1,1,15,0,0,0,0,16,1,1,52,1,1,17,1,1,2,1
28284,13,5,4,5,1,0,5,1,0,0,0,16,25,0,0,1,2,23,13,2,6,3
28285,5,2,0,8,1,1,6,0,0,1,0,16,0,1,56,2,2,21,3,2,2,2
28286,8,6,6,14,1,1,6,0,0,0,0,0,0,1,57,1,1,78,1,1,2,1
28287,13,9,6,14,1,1,13,0,2,1,0,16,0,1,49,3,2,19,6,1,2,2
28288,1,5,1,13,1,0,1,0,0,0,0,16,0,1,44,1,1,62,1,2,1,1
28289,7,8,0,10,1,1,15,1,0,0,2,2,0,1,57,1,1,39,2,2,2,2
28290,5,0,6,19,1,1,13,1,0,0,0,0,1,1,50,1,2,23,1,2,2,1
28291,4,0,0,9,1,1,16,1,0,0,0,2,1,1,51,1,2,39,1,2,2,1
28292,8,2,0,8,1,0,5,1,0,9,0,16,0,1,55,2,1,06,3,1,2,2
28293,9,8,5,14,1,1,6,1,0,0,0,0,1,1,56,3,1,18,4,1,2,2
28294,2,4,2,17,1,1,15,1,0,0,2,2,1,1,53,1,1,40,1,2,2,1
28295,15,1,0,14,1,1,6,0,0,0,0,16,1,1,52,1,2,22,1,2,2,1
28296,3,6,5,0,1,0,2,0,1,0,1,16,0,3,40,4,1,17,8,2,1,2
28297,12,11,0,12,1,1,6,1,0,1,0,16,0,1,54,1,1,61,1,2,2,1
28298,5,5,6,13,1,1,6,1,0,0,0,0,1,1,55,1,1,31,1,2,2,1
28299,10,7,0,11,1,2,6,1,0,0,0,0,1,1,59,1,1,51,1,2,2,1
28300,4,4,3,16,1,1,15,1,1,0,0,0,0,1,57,2,2,76,2,2,2,2
28301,4,8,1,16,1,1,6,1,0,0,0,0,1,1,41,3,2,18,6,2,2,2
28302,0,3,3,10,1,1,11,1,0,0,1,2,0,1,38,1,2,40,1,2,1,1
28303,14,7,6,14,1,1,6,1,0,0,0,0,0,1,56,2,2,14,3,2,2,2
28304,4,1,4,21,1,1,6,0,0,4,0,0,1,1,51,2,2,41,1,2,2,1
28305,12,9,5,10,1,2,6,0,0,0,0,16,2,1,60,1,1,53,1,1,2,1
28306,2,10,0,18,1,1,15,1,0,0,0,16,0,1,49,1,2,29,1,1,2,1
